Loss_im,psnr
265.0582,36.157
266.884,35.127
266.884,35.127
266.884,35.127
327.487,35.697
327.487,35.697
327.487,35.697
308.1175,35.3591
308.1175,35.3591
308.1175,35.3591
262.3766,35.2142
262.3766,35.2142
262.3766,35.2142
267.8432,35.9537
267.8432,35.9537
267.8432,35.9537
303.2159,35.8302
303.2159,35.8302
303.2159,35.8302
274.9438,36.3127
274.9438,36.3127
274.9438,36.3127
274.4474,35.4386
274.4474,35.4386
274.4474,35.4386
318.2053,36.4363
318.2053,36.4363
318.2053,36.4363
269.4537,35.8938
269.4537,35.8938
269.4537,35.8938
268.5606,36.7172
268.5606,36.7172
268.5606,36.7172
255.8798,35.5569
255.8798,35.5569
255.8798,35.5569
291.3683,36.6087
291.3683,36.6087
291.3683,36.6087
263.2492,35.4528
263.2492,35.4528
263.2492,35.4528
290.2708,35.3938
290.2708,35.3938
290.2708,35.3938
280.3487,36.6311
280.3487,36.6311
280.3487,36.6311
246.5555,36.6067
246.5555,36.6067
246.5555,36.6067
258.2812,37.908
258.2812,37.908
258.2812,37.908
261.6229,35.6659
261.6229,35.6659
261.6229,35.6659
273.4406,36.3376
273.4406,36.3376
273.4406,36.3376
235.1073,37.4272
235.1073,37.4272
235.1073,37.4272
268.995,36.3692
268.995,36.3692
268.995,36.3692
252.7619,37.2882
252.7619,37.2882
252.7619,37.2882
231.9732,35.4823
231.9732,35.4823
231.9732,35.4823
270.3118,36.448
270.3118,36.448
270.3118,36.448
274.3223,35.776
274.3223,35.776
274.3223,35.776
271.2263,37.9777
271.2263,37.9777
271.2263,37.9777
195.866,36.8895
195.866,36.8895
195.866,36.8895
281.0657,36.396
281.0657,36.396
281.0657,36.396
264.2386,36.9764
264.2386,36.9764
264.2386,36.9764
238.4696,36.2347
238.4696,36.2347
238.4696,36.2347
272.0365,36.1608
272.0365,36.1608
272.0365,36.1608
234.1779,35.7221
234.1779,35.7221
234.1779,35.7221
282.9978,37.7057
282.9978,37.7057
282.9978,37.7057
256.9784,34.866
256.9784,34.866
256.9784,34.866
259.0132,36.3719
259.0132,36.3719
259.0132,36.3719
234.9954,36.4597
234.9954,36.4597
234.9954,36.4597
240.9239,36.9189
240.9239,36.9189
240.9239,36.9189
228.1929,37.3012
228.1929,37.3012
